text, labels
"Aim The aim of the experiment was to prepare SnI4 from its elements and to test its reactivity. Procedure 1.0g of tin was transferred into a 100ml round bottom flask with the aid of a powder funnel to ensure none of the metal spilled on the bench. 2.5g of iodine pellets were also weighed and transferred to the flask. If the iodine pellets were spilled a member of staff was notified and the remains were disposed of in an aqueous solution of sodium metabisulphite. 10 cm3 of toluene was measured using a measuring cylinder and transferred into the round bottom flask along with 2 or three anti-bumping granules and a condenser was set up and turned on with the flask at the bottom and a heating mantle turned on to 60% power. The reaction was heated until the condensing liquid turned from violet to colourless. The flask was allowed to cool until the solvent stopped condensing. The solvent was decanted into a 100ml conical flask ensuring the residual tin was left in the flask. 10cm3 of petroleum 40/60 was added to the conical flask and allowed to cool to room temperature. The residual tin was then washed with acetone and weighed. The conical flask was placed in an ice bath and allowed to cool for 5 minutes to allow orange crystals to form. The crystals were then filtered using a Buchner funnel and washed with roughly 10cm3 petroleum 60/40 and weighed. A heaped microspatula of SnI4 was dissolved in roughly 15ml of water and the ph was tested using pH paper. The reactivity of SnI4 was tested using the following methods; Test 1: roughly 1 ml of SnI4 solution was transferred into a test tube and four drops of silver nitrate were added and shook gently for 30 seconds, the colour change was recorded. Test 2: roughly 1 ml of the solution was transferred into a different test tube and a copper wire was heated until it was glowing red. The wire was then immersed into the solution and the wire was then heated again, the colour of the flame was recorded.", 0.63
"The aim of this experiment was to isolate a tin iodide species and examine its reactivity. 1.0g of tin metal and 2.5 g of iodine pellets were transferred to a 100 mL Quickfit round-bottom flask. 10 cm3 of toluene and 2 or 3 anti-bumping granules were added to the reaction flask. The reaction flask was heated under reflux until the condensing solvent changes from violet to colourless. The hot solvent was decanted off into a 100 cm3 conical flask; the tin residue was washed, dried, and weighed. 10 cm3 of petroleum spirit 40/60 was added to the conical flask and allowed to cool. Orange crystals formed in the conical flask, at this point the flask was cooled in an ice bath for 5 minutes. The crystals were filtered off using a Buchner funnel, washed with petroleum spirit 40/60, allowed to dry and weighed. A heaped micro spatula tip of the SnI4 crystals was dissolved in water and shaken until the orange solid was no longer visible. The pH of the solution formed was determined using pH paper. 1-2 mL of the SnI4 solution was tested using 4 or 5 drops of silver nitrate in a test tube. Observations were noted. 1-2 mL of the SnI4 solution was added to a test tube. A copper wire was heated in a Bunsen flame, immersed in the solution and held in the flame again. Observations were noted. 1-2 mL of the SnI4 solution was added to a test tube. 10 drops of 3% hydrogen peroxide were added to this solution. The test tube was shaken for 30 seconds and 2 or 3 mL of petroleum spirit 40/60 were added. The biphasic solution formed was swirled gently. Observations were noted. The aim of this experiment was to isolate a tin iodide species and examine its reactivity. 1.0g of tin metal and 2.5 g of iodine pellets were transferred to a 100 mL Quickfit round-bottom flask. 10 cm3 of toluene and 2 or 3 anti-bumping granules were added to the reaction flask. The reaction flask was heated under reflux until the condensing solvent changes from violet to colourless. The hot solvent was decanted off into a 100 cm3 conical flask; the tin residue was washed, dried, and weighed. 10 cm3 of petroleum spirit 40/60 was added to the conical flask and allowed to cool. Orange crystals formed in the conical flask, at this point the flask was cooled in an ice bath for 5 minutes. The crystals were filtered off using a Buchner funnel, washed with petroleum spirit 40/60, allowed to dry and weighed. A heaped micro spatula tip of the SnI4 crystals was dissolved in water and shaken until the orange solid was no longer visible. The pH of the solution formed was determined using pH paper. 1-2 mL of the SnI4 solution was tested using 4 or 5 drops of silver nitrate in a test tube. Observations were noted. 1-2 mL of the SnI4 solution was added to a test tube. A copper wire was heated in a Bunsen flame, immersed in the solution and held in the flame again. Observations were noted.", 0.65
"The aim of this experiment was to form tin (IV) iodine (SnI4) from tin and iodine and investigate the reactivity of the tin iodide formed. 1.10g of tin, 2.48g of iodine and 10cm3 of toluene were heated under reflux with 3 anti-bumping granules. The reaction mixture was heated until the colour of the reaction changed from violet to orange and the drops of solvent which were condensing back into the mixture had become colourless. The reaction mixture was then transferred to a conical flask and 10cm3 of petroleum spirt 40/60 was added. The remaining solid tin from the reaction mixture was washed with acetone, dried and weighed. The reaction mixture was filtered to remove the crystals which were then weighed. One heaped micro spatula tip of the SnI4 crystals were dissolved in 15mL of distilled water, this solution was then used to do a Beilstein test. 2mL of the SnI4 solution was tested with 5 drops of 0.1 M silver nitrate and finally 2mL of the solution was mixed with 10 drops of 3% hydrogen peroxide and 2mL of petroleum spirit 40/60 to create a biphasic solution. The aim of this experiment was to form tin (IV) iodine (SnI4) from tin and iodine and investigate the reactivity of the tin iodide formed. 1.10g of tin, 2.48g of iodine and 10cm3 of toluene were heated under reflux with 3 anti-bumping granules. The reaction mixture was heated until the colour of the reaction changed from violet to orange and the drops of solvent which were condensing back into the mixture had become colourless. The reaction mixture was then transferred to a conical flask and 10cm3 of petroleum spirt 40/60 was added. The remaining solid tin from the reaction mixture was washed with acetone, dried and weighed. The reaction mixture was filtered to remove the crystals which were then weighed.", 0.8
"The main aim of this experiment was to prepare a sample of Sn (IV) iodide from its elements for use in a series of reactivity tests. The Sn (IV) iodide was prepared via the heating of solid tin and iodine in a reflux condenser, using toluene as a solvent. The solid Sn (IV) iodide was then washed using petroleum spirit and dried using a Buchner funnel. The dried Sn (IV) iodide was then dissolved in water a small volume of water to prepare it for three reactivity tests. Test 1 involved the addition of a few drops of o.1 M silver nitrate solution. Test 2 involved a flame test where the Sn (IV) iodide was combusted in a Bunsen burner. Test 3 involved the addition of 1o drops of 3% hydrogen peroxide followed by a few drops of petroleum spirit. The main aim of this experiment was to prepare a sample of Sn (IV) iodide from its elements for use in a series of reactivity tests. The Sn (IV) iodide was prepared via the heating of solid tin and iodine in a reflux condenser, using toluene as a solvent. The solid Sn (IV) iodide was then washed using petroleum spirit and dried using a Buchner funnel. The dried Sn (IV) iodide was then dissolved in water a small volume of water to prepare it for three reactivity tests. Test 1 involved the addition of a few drops of o.1 M silver nitrate solution. Test 2 involved a flame test where the Sn (IV) iodide was combusted in a Bunsen burner.", 0.55
"The aim of this experiment was to form Snl4 and to perform three tests. To see how it reacts with silver nitrate, to see how it reacts when it is heated in a flame on a copper wire and to observe what happens when it is added to 3% hydrogen peroxide. Tin metal (1g), Iodine (2.5) and toluene (10 cm3) were heated in a reflux condenser with anti-bumping granules at approximately 60% power until the condensing solvent turned clear. The solution was decanted and petroleum 40/60 spirit (10cm3) was added and the solution was left to cool. The residual tin metal was washed out with acetone and weighed. The solution was cooled in an ice bath for five minutes. The crystals were filtered off and washed with cold petroleum spirit 40/60 (10 cm3) and weighed. A heaped micro spatula of Snl4 was dissolved in water (15-20mL) and three tests were carried out. Silver nitrate ( 0.1M, 5 drops) was added to the solution (1-2mL) and was gently shaken for 30 seconds. A wire was dipped into the solution (1-2mL) and held in a flame allowing the flame colour to be observed. 3% hydrogen peroxide (10 drops) was added to the solution (1-2mL) and shaken for 30 seconds. Petrol (3 drops) was added to this new solution and changes were observed. The aim of this experiment was to form Snl4 and to perform three tests. To see how it reacts with silver nitrate, to see how it reacts when it is heated in a flame on a copper wire and to observe what happens when it is added to 3% hydrogen peroxide. Tin metal (1g), Iodine (2.5) and toluene (10 cm3) were heated in a reflux condenser with anti-bumping granules at approximately 60% power until the condensing solvent turned clear. The solution was decanted and petroleum 40/60 spirit (10cm3) was added and the solution was left to cool. The residual tin metal was washed out with acetone and weighed. The solution was cooled in an ice bath for five minutes. The crystals were filtered off and washed with cold petroleum spirit 40/60 (10 cm3) and weighed. A heaped micro spatula of Snl4 was dissolved in water (15-20mL) and three tests were carried out. Silver nitrate ( 0.1M, 5 drops) was added to the solution (1-2mL) and was gently shaken for 30 seconds. A wire was dipped into the solution (1-2mL) and held in a flame allowing the flame colour to be observed.", 0.6
"The aim of this experiment was to prepare and analyse SnI4. Procedure: Tin metal (1.0g) and iodine (2.5g) was weighed and transferred to a 100mL round-bottom flask. Toluene (10cm3) and 3 bumping granules were added and connected to a reflux condenser. The mantel was set to 60% power and left to heat until there was a clear colour change from violet to orange. The hot solution was decanted into a 100cm3 conical flask leaving the tin metal in the reaction flask. The tin was dried, weighed and recorded. The conical flask was left to cool with petroleum (10cm3) added to the flask. The crystalised orange solution was filtered and weighed.  A spatula of SnI4 crystals was transferred to a beaker of water (15-20mL) and stirred until completely dissolved. pH paper was used to test the solution. SnI4 solution (1-2mL) was transferred to three test tubes. The first test tube was gentle shaken with 5 drops of 0.1 M silver nitrate added. The second test heated the end of a copper wire until red then transferred it to the solution of SnI4 in the second test tube before returning it to the Bunsen flame. The third test tube added 10 drops of 3% hydrogen peroxide and shaken. After 30 seconds, petrol (3mL) was added. In all three tests the results were", 0.63
"The aim of the experiment was to react tin metal with elemental iodine, producing a sample of tin iodide (SnI4). Tin (1 g, 0.00842 mol), iodine (2.5 g, 0.00985 mol) and toluene (10cm3 0.0944 mol) was heated under reflux until  the colour  of the solution had changed from purple to orange and the re- condensing liquid was clear. The solution was allowed to cool before the solution was vacuum filtered in order to recover the crystals of SnI4 (1.86 g 0.00297 mol). The recovered crystals were washed using petroleum spirit and dried using a Buchner funnel. A solution of the SnI4 crystals and water was prepared, its pH was tested (pH 1-2) and 2cm3 of the solution was transferred to 3 test tubes in order to observe the properties of SnI4. Test 1 involved adding 5 drops of silver nitrate (0.1 mol/L) to one of the test tubes. Test 2 involved heating a sample of the solution on a copper wire in a Bunsen flame. Test 3 involved adding 10 drops of 10% hydrogen peroxide solution and 2cm3 of petroleum spirit to one of the tubes. University of St Andrews School of Chemistry", 0.75
"Name and Group Number Mwawasi Divine Kristy Mkamwasi Group 16 Date Submitted 27/11/2019 Aim This experiment was aimed at preparing a sample of tin iodide (SnI4) from its constituent elements, isolating the product and using chemical tests to investigate its reactivity. Procedure Toluene (10cm3) was added to a mixture of iodine (2.5g) and tin (1.0g). The resultant mixture was heated under reflux until the condensing solvent became clear and the initially purple solution turned orange. The reaction flask was allowed to cool until the solvent stopped condensing. The hot solution was then decanted to separate it from the residual tin metal. Petroleum spirit 40/60 (10cm3) was added to the hot solution before it was allowed to cool to room temperature. The residual tin was washed with acetone, dried and then weighed. When orange crystals began to form in the solution, it was put in an ice bath for 5 minutes to maximise crystallisation. The crystals were filtered out of the solution under suction and then washed using petroleum spirit 40/60 (10cm3). They were then allowed to dry and weighed. The product (heaped microspatula) was dissolved in water (20 mL). The pH of the resulting solution was then tested using pH paper. Three more chemical tests were performed on the resulting solution. In test one, silver nitrate (5 drops, 0.1M) was added to the solution (2mL). Test 2 was the �Beilstein� test where a glowing hot copper rod was immersed into the solution (2mL) and heated to test. In the final test,  Hydrogen peroxide (10 drops, 3%w/v) was added to the solution (2mL). It was then shaken and petrol(3mL)", 0.88
"Aims: The aims of the experiment were to synthesize and isolate SnI4 from its respective elements, and to investigate the compound�s reactivity and chemical behavior with tests. Procedure: Tin metal (1g) was added to a flask along with iodine pellets (2.5g), toluene (10cm3) and a few anti-bumping granules. This mixture was heated under reflux until the condensing solvent ran clear. The solvent in the flask was allowed to cool to the point where the solvent stopped condensing, and then was decanted. Petroleum spirit 40-60 (10cm3) was then added to the refluxed solvent. The residual tin metal left in the reaction flask was washed with acetone and then weighed. The solution in the flask was allowed to cool fully, and the crystals that formed were then filtered using vacuum filtration � the crystals were washed with cold petroleum spirit 40-60 throughout. Once the crystals were washed and dried, they were weighed. A solution was then made; a combination of the crystals (micro-spatula tip) and water (15mL). A sequence of tests was then carried out on the solution (1-2mL for each test); first being the addition of silver nitrate (0.1M, 4-5 drops). Then, for the second test, a copper wire was heated in a Bunsen flame, dipped into the solution, then placed back into the flame. For the last test, hydrogen peroxide (3%, 10 drops) and petroleum spirit 40-60 (2-3mL) were added to the solution. Aims: The aims of the experiment were to synthesize and isolate SnI4 from its respective elements, and to investigate the compound�s reactivity and chemical behavior with tests. Procedure: Tin metal (1g) was added to a flask along with iodine pellets (2.5g), toluene (10cm3) and a few anti-bumping granules. This mixture was heated under reflux until the condensing solvent ran clear. The solvent in the flask was allowed to cool to the point where the solvent stopped condensing, and then was decanted. Petroleum spirit 40-60 (10cm3) was then added to the refluxed solvent. The residual tin metal left in the reaction flask was washed with acetone and then weighed. The solution in the flask was allowed to cool fully, and the crystals that formed were then filtered using vacuum filtration � the crystals were washed with cold petroleum spirit 40-60 throughout. Once the crystals were washed and dried, they were weighed.", 0.73
"The aim of the experiment is to make a tin iodide species, Sn(IV) iodide, and study its reactivity through different tests. In addition, the tests performed can confirm whether Sn(IV)iodide has been produced.", 0.83
"The aim of the experiment was to produce tin iodide (SnI4) from its elements, tin metal and elemental iodine. To do this, 1g of tin metal and 2.5g of iodine were weighed with a balance and transferred into a 100ml Quickfit round-bottom flask. Using a measuring cylinder and a spatula, 10cm3 of Toluene and 3 anti-bumping granules were added to the flask which was assembled with reflux apparatus and a heating mantle. The flask was then heated at 60% power until the violet vapour that evaporated and condensed became clear. The apparatus was then allowed to cool until no more vapour condensed and the hot solution was decanted into a 100ml conical flask carefully. After 10cm3 of petroleum spirit 40/60 was added and the flask was allowed to cool to room temperature, the residual tin was washed with acetone and left to dry so that it could be weighed. Orange crystals of tin iodide began to form as the flask cooled and the flask was put in an ice bath to maximise recrystallisation before the crystals were filtered under suction with a Buchner funnel and washed with 10cm3 petroleum spirit 40/60. A sample vial was weighed and then the crystals were added and it was reweighed to calculate the mass of the dried tin iodide crystals. To perform the chemical tests, one micro spatula tip of the tin iodide crystals from the sample vial was dissolved in 15ml of water. The first test was the pH of the dissolved crystals so a glass rod was dipped into the solution and spotted onto pH paper which revealed that it was pH 1. Another test performed was by adding 5 drops of silver nitrate to 1ml of this solution in a test tube which was shaked for 30 seconds. The Beilstein flame test was done by dipping a hot copper wire into a test tube with 1ml of the tin iodide dissolved in water and putting it into a flame again. Finally, to a test tube with 1ml of the solution, 10 drops of 3% hydrogen peroxide were added and it was shaken for 30 seconds. Then a few drops of petrol were added and the solution was swirled, forming a biphasic solution in the test tube. The aim of the experiment was to produce tin iodide (SnI4) from its elements, tin metal and elemental iodine. To do this, 1g of tin metal and 2.5g of iodine were weighed with a balance and transferred into a 100ml Quickfit round-bottom flask. Using a measuring cylinder and a spatula, 10cm3 of Toluene and 3 anti-bumping granules were added to the flask which was assembled with reflux apparatus and a heating mantle. The flask was then heated at 60% power until the violet vapour that evaporated and condensed became clear. The apparatus was then allowed to cool until no more vapour condensed and the hot solution was decanted into a 100ml conical flask carefully. After 10cm3 of petroleum spirit 40/60 was added and the flask was allowed to cool to room temperature, the residual tin was washed with acetone and left to dry so that it could be weighed. Orange crystals of tin iodide began to form as the flask cooled and the flask was put in an ice bath to maximise recrystallisation before the crystals were filtered under suction with a Buchner funnel and washed with 10cm3 petroleum spirit 40/60. A sample vial was weighed and then the crystals were added and it was reweighed to calculate the mass of the dried tin iodide crystals.", 0.78
"The aim of the experiment was to prepare tin(IV) iodide from its elements, isolate it and perform tests to assess the reactivity of it. I heated a mixture of tin metal, iodine and toluene under reflux. I then decanted the solution into a conical flask and recrystallized the crystals that began to form. I dissolved some of the crystals in water and checked the pH. I tested the crystals with silver nitrate, a flame test and hydrogen peroxide with petrol. The aim of the experiment was to prepare tin(IV) iodide from its elements, isolate it and perform tests to assess the reactivity of it.", 0.65
"The aim of this procedure was to synthesise tin iodide from tin metal and iodine via reflux and vacuum filtration and then test its reactivity to certain conditions. 1.0g of tin metal and 2.5g of iodine added to a Quickfit round round-bottom flask. 10cm3 of toluene was then added with 3 anti-bumping granules to the flask and connected up to a reflux condenser where the solution was heated under reflux. The solution was boiled until the solution had turned from violet to orange and the condensing solvent became clear. The contents were then allowed to cool until no more solvent was condensing and then the solution (still hot) was poured into a conical flask, using a clamp, leaving the remaining tin the reaction flask. 10cm3 of petroleum spirit 40/60 was then added to the conical flask and left to cool whilst the remaining tin was washed with acetone, left to dry and then weighed. Orange crystals of SnI4 had formed at the bottom of the conical flask and so were removed from the solution via vacuum filtration using 10cm3 of cold petroleum to wash the crystals. Once dried the mass of the crystals was taken. A heaped micro spatula of SnI4 crystals was then dissolved in 20cm 3 of water and the pH of the solution taken. Using this solution three tests were performed. Three test tubes were filled with 2cm3 of the dissolved SnI4. The first test involved adding 5 drops of 0.1M Silver Nitrate to one of the test tubes and noting observations. The second test involved immersing a red-hot wire into another test tube, then placing it back into a Bunsen flame and noting the flame colour. The third test involved adding 10 drops of 3% hydrogen peroxide to the third test tube, shaking it, adding 3mL of petrol and then swirling the solution noting what was observed.", 0.83
"The aim of the experiment was to prepare the SnI4 from tin and iodine, isolate the product and examine its reactivity. 1g of tin metal, 2.5g of iodine, 10cm3 of toluene and 3 anti-bumping granules were added to a 100cm3 round bottom flask. The flask was then attached to a reflux condenser and placed in a heating mantle set to 100C to be heated until the purple vapour turned clear and the solution changed from purple to orange, the flask was then allowed to cool before the solution was decanted into a 100cm3 conical flask. 10cm3 of petroleum spirit 40/60 was added to the conical flask and left to cool in an ice bath. While the solution was cooling in the ice bath the left-over tin in the round bottom flask was washed with acetone then dried and weighed on a watch glass. The orange crystals formed in the conical flask were filtered and washed with cold petroleum spirit 40/60 under suction. The weight of the dried crystals was then recorded. To test the properties of the new crystals 1 heaped micro-spatula was dissolved in 15-20ml of water and shaken until the orange solid was no longer visible, the pH of the solution was tested using pH paper. The solution was then used in the following three tests. ~2ml of the solution was transferred to a test tube and 5 drops of 0.1M silver nitrate added, the mixture was then gently shaken and any observations recorded. ~2ml of the solution was transferred to a test tube and taken to a fume hood. A copper wire was heated until glowing red in a Bunsen burner and dipped into the solution. The wire was then heated in the Bunsen flame and the colour recorded. ~2ml of the solution was transferred to a test tube and 10 drops of 3% hydrogen peroxide added, the mixture was then gently shaken before ~2.5ml of petrol were added. The biphasic solution was swirled and any changes observed were recorded. The aim of the experiment was to prepare the SnI4 from tin and iodine, isolate the product and examine its reactivity. 1g of tin metal, 2.5g of iodine, 10cm3 of toluene and 3 anti-bumping granules were added to a 100cm3 round bottom flask. The flask was then attached to a reflux condenser and placed in a heating mantle set to 100C to be heated until the purple vapour turned clear and the solution changed from purple to orange, the flask was then allowed to cool before the solution was decanted into a 100cm3 conical flask. 10cm3 of petroleum spirit 40/60 was added to the conical flask and left to cool in an ice bath. While the solution was cooling in the ice bath the left-over tin in the round bottom flask was washed with acetone then dried and weighed on a watch glass. The orange crystals formed in the conical flask were filtered and washed with cold petroleum spirit 40/60 under suction. The weight of the dried crystals was then recorded. To test the properties of the new crystals 1 heaped micro-spatula was dissolved in 15-20ml of water and shaken until the orange solid was no longer visible, the pH of the solution was tested using pH paper. The solution was then used in the following three tests. ~2ml of the solution was transferred to a test tube and 5 drops of 0.1M silver nitrate added, the mixture was then gently shaken and any observations recorded. ~2ml of the solution was transferred to a test tube and taken to a fume hood. A copper wire was heated until glowing red in a Bunsen burner and dipped into the solution. The wire was then heated in the Bunsen flame and the colour recorded.", 0.78
"The aim of this experiment was to prepare SnI4 from its elements, isolate it and investigate its reactivity by performing tests on it. 1.03g of tin metal, 2.56g of iodine pellets and 10cm3 of toluene were heated and reacted under reflux, with a few anti-bumping granules. When the solution changed from violet to orange, with the condensing solvent being clear the solution was allowed to cool until the solvent stopped condensing. The residual tin was then collected and weighed and petroleum spirit 40/60 was added to the product and allowed to cool to room temperature. The product was cooled in an ice bath to maximise crystallisation, that is the formation of orange crystals. The crystals were then filtered off and washed with 10cm3 of petroleum spirit 40/60 and the crystals weighed. To investigate the chemical properties of the product tests were carried out. SnI4 (product) was dissolved in 15-20 ml of water until the orange solid was no longer visible. At this point the pH was checked and three tests carried out. The first test was to add 4 or 5 drops of 0.1M silver nitrate to 1-2ml of the solution and gently shake for approximately 30 seconds. The second test was to carry out a Beilstein flame test to test for halide ions. The final test was to add 10 drops of 3% hydrogen peroxide to 1-2ml of the solution and shake the solution for approximately 30 seconds. 2-3ml of petrol was then added to the solution and gently swirled to form a biphasic solution. The aim of this experiment was to prepare SnI4 from its elements, isolate it and investigate its reactivity by performing tests on it. 1.03g of tin metal, 2.56g of iodine pellets and 10cm3 of toluene were heated and reacted under reflux, with a few anti-bumping granules. When the solution changed from violet to orange, with the condensing solvent being clear the solution was allowed to cool until the solvent stopped condensing. The residual tin was then collected and weighed and petroleum spirit 40/60 was added to the product and allowed to cool to room temperature. The product was cooled in an ice bath to maximise crystallisation, that is the formation of orange crystals. The crystals were then filtered off and washed with 10cm3 of petroleum spirit 40/60 and the crystals weighed.", 0.83
"The aim of the experiment was to prepare, by reflux, and isolate a tin iodide species from its components. The reactivity of the species was examined using a flame test, silver nitrate test and the addition of 3% hydrogen peroxide and 2ml petrol. Approximately 1.0g of tin metal and 2.5g iodine pellets were weighed accurately and added to a 100mL round-bottom flask. Toluene (10cm3) was added to the flask with two anti-bumping granules. The reaction mixture was heated under reflux until the solution changed from a violet to an orange colour and the condensing solvent ran clear. The flask was cooled until the solvent stopped condensing. The solution, excluding the solid tin, was transferred into a 100cm3 conical flask containing 10cm3 petroleum spirit 40/60. The solution was cooled in an ice bath until orange crystals formed. The crystals (SnI4) were then isolated using vacuum filtration and weighed. The residual tin was dried and weighed. To investigate the reactivity of the crystals, three tests were conducted. One micro spatula tip of the crystal was added to 15mL water in a beaker which was waggled until all solid dissolved. Three test tubes were set up to which one mL of the solution was added to each. The following tests were conducted. A silver nitrate test was conducted on test tube 1 and results observed. A Beilstein flame test was conducted for the solution of test tube 2 and the colour produced recorded.", 0.68
"The aim of the experiment was to formulate and isolate a sample of tin (IV) iodide (SnI4), then run a series of 3 experiments in order to describe its reactivity within different scenarios. The procedure carried out started with the weighing accurately approximately a mass of around 1g of tin metal and 2.5g of iodine within a pellet form. These components were added to a round bottom flask, additionally 10ml of toluene was added to the round bottom flask. Due to the flammability of toluene, the reaction was carried out using a reflux distillation. Anti-bumping granules were used to stop foaming. The flask was then heated. The reaction was termed finished when the condensation of the vapor within the experiment was clear. The solution was then transferred to a conical flask leaving the metallic solid tin within the round bottom flask. 10ml of petroleum spirit was added to the conical flask and a bucket of ice was used to cool this sample, allowing crystals to form. The tin metal was dried and weighted. A solution of tin (IV) iodide was prepared using 20ml of water and a large spatula of the compound. The solution was shaken until the solid had fully dissolved and then the 3 further tests were carried out upon the sample. 1. Addition of a small amount of silver nitrate 2. Flame test 3. Addition of a small volume of hydrogen peroxide and a small volume of petroleum spirit", 0.48
"Aims: to prepare tin iodide from its elements. To determine the reactivity of the product formed through four tests: addition of silver nitrate; addition if hydrogen peroxide and then petrol; pH measurement; and a flame test.", 0.73
"The desired outcome of this experiment was to produce tin iodide from its constituent elements and analyse its reactivity. This was done by heating iodine pellets and tin together under reflux with toluene. The solution changed from purple to orange once the iodine fully reacted. The leftover tin was removed and weighed and then 40/60 petroleum was added to the orange solution which was allowed to cool enabling recrystallisation. The orange crystals were extracted using reduced pressure filtration, washed with cold solvent and then weighed. A series of analytical tests were performed on the tin iodide once dissolved in water; positive results ensured the compound had been formed and tested reactivity.", 0.78
"Aim: to form, isolate and examine the reactivity of SnI4. Procedure: set up a reflux with iodine, tin and toluene, with a heating mantle and run until the vapour turns clear. Leave to cool until there is no more condensing taking place. Decant the liquid into a conical flask and add petroleum spirit 40/60, leave it to cool. Wash the tin with acetone and leave to dry, then weigh it to compare to the starting mass. After the solution forms crystals use a Buchner funnel to isolate the precipitate.", 0.38
"The aim of this experiment is to form the tin iodine species, SnI4, and test it�s reactivity using three different methods. First, transfer 1g of tin metal to a round-bottom flask and then add in 2.5g of iodine pellets. Then add 10cm3 of toulene and two or three anti-bumping granules. Next, put the flask on a hot plate, make sure it is properly secured using a clamp and connect a reflux condenser. The solution should start off as a violet/purple colour and become orange as the reaction progresses. After this colour change occurs, the hot plate should be switched off and the flask taken off it to allow it to cool down. Pour out the solution into a conical flask, leaving behind the unreacted tin in the round-bottom flask. Add 10cm3 of petroleum 40/60 to the conical flask to allow the solution to cool. Wash the unreacted tin out of the round-bottom flask with acetone and weigh it once it has dried. Orange crystals should start to form as the conical flask cools down. To increase crystallization, cool in an ice bath. After this, filter the solution using a Buchner funnel to separate the solution and crystals. To perform the chemical tests, you first need to dissolve a micro-spatula tip of SnI4 into 15-20mL of water and shake until the crystals are no longer visible and check the pH using pH paper. Test 1: Put 1-2mL of the solution into a test tube and put in 4 or 5 drops of 0.1M silver nitrate. For 30 seconds, shake the test tube gently. Record what happens. Test 2: Put 1-2mL of the solution into a test tube. Using a Bunsen burner, heat up a copper wire until it glows red and then put it into the solution, then reheat the copper wire and see what colour the flame goes.", 0.4
"The aim of the experiment was to perform a series of tests on prepared and isolated tin iodide to analyze the reactivity. Transfer tin metal (1.0 g) to a 100 ml round bottom flask, followed by iodine (2.5 g), and toluene (10 cm3) and 2-3 anti-bumping granules. The flask was connected to a reflux condenser. The solution was heated until the condensing vapour changed from violet to orange and the condensing solvent became colourless. The solution was allowed to cool until the solvent stopped condensing. Using a clamp, the solution was transferred to a 100 cm3 conical flask, leaving behind the residual tin. Petroleum spirit 40/60 (10 cm3) was added to the conical flask and the solution was allowed to cool to room temperature. The residual tin was washed with acetone, left to dry on a watchglass, and weighed. The conical flask was cooled in an ice bath in order to maximize crystallization. The crystals were then filtered off using a Buchner funnel, washed with cold petroleum spirit 40/60 (10 cm3), and weighed. A heaped micro spatula tip of the crystals was dissolved in 15-20 ml water. The pH of this solution was recorded. This solution was used the following tests: Test 1: 1-2 mL solution was transferred to a test tube with 4-5 drops 0.1M AgNO3 and shaken for 30 seconds. Observations were recorded. Test 2: A Beilstein test was performed using the solution and a copper wire. Observations were recorded. Test 3: 1-2 mL solution was transferred to a test tube with 10 drops of 3% H2O2 and shaken for 30 seconds. 2-3 mL petrol was added. After swirling the tube to afford a biphasic solution. Observations were recorded. The aim of the experiment was to perform a series of tests on prepared and isolated tin iodide to analyze the reactivity. Transfer tin metal (1.0 g) to a 100 ml round bottom flask, followed by iodine (2.5 g), and toluene (10 cm3) and 2-3 anti-bumping granules. The flask was connected to a reflux condenser. The solution was heated until the condensing vapour changed from violet to orange and the condensing solvent became colourless. The solution was allowed to cool until the solvent stopped condensing. Using a clamp, the solution was transferred to a 100 cm3 conical flask, leaving behind the residual tin. Petroleum spirit 40/60 (10 cm3) was added to the conical flask and the solution was allowed to cool to room temperature. The residual tin was washed with acetone, left to dry on a watchglass, and weighed. The conical flask was cooled in an ice bath in order to maximize crystallization. The crystals were then filtered off using a Buchner funnel, washed with cold petroleum spirit 40/60 (10 cm3), and weighed. A heaped micro spatula tip of the crystals was dissolved in 15-20 ml water. The pH of this solution was recorded. This solution was used the following tests: Test 1: 1-2 mL solution was transferred to a test tube with 4-5 drops 0.1M AgNO3 and shaken for 30 seconds. Observations were recorded. Test 2: A Beilstein test was performed using the solution and a copper wire. Observations were recorded. Test 3:", 0.7
"Aim: To prepare tin (IV) iodide through refluxing and examine its reactivity through a series of tests Procedure: 1.0g of tin metal and 2.5g of iodine pellets was suspended in 10 cm3  of toluene with 4 granules of anti-bumping granules and connected to a reflux condenser. Once heated and the vapour had turned from violet, to orange, to clear, the hot solution was transferred to another reaction vessel and 10cm3 of petroleum spirit 40-60 was added. It was left to cool to room temperature then placed in an ice bath. Once crystals had formed, they were transferred to a Buchner funnel and flask to undergo filtration with suction and then weighed. The residual tin from the condenser reaction vessel was washed with acetone and then weighed. Three tests were carried out, reacting tin (iv) iodide with silver nitrate, hydrogen peroxide and petroleum ether, and preforming the Beilstein test. Aim: To prepare tin (IV) iodide through refluxing and examine its reactivity through a series of tests Procedure:", 0.8
